Unnamed:_0,Wedding_Type,Place,Cost_of_Type,Clothes_Bride,Clothes_Groom,Photography,Decor,Decor_Category,Entertainment,Entertainment_Category,Giftsper_piece,Gifts_Category,Invitations_Cards,Cards_Category
371,2,0,68852,16926,11111,293308,71575,3,135050,3,3294,1,633,0
372,6,2,852046,71567,447515,107993,232917,0,169647,3,2588,1,736,0
373,3,10,4101213,142139,49391,131465,549817,1,211881,3,3183,1,275,1
374,0,5,4266061,661431,154004,282837,242803,0,320990,0,2481,1,262,1
375,8,5,3357419,168817,42045,197158,510848,1,29951,1,1928,3,934,2
376,0,12,5888505,556595,192499,88485,363201,0,462217,0,2845,1,773,0
377,0,16,5115747,536072,131460,118184,374766,0,418428,0,2283,1,748,0
378,3,5,4801915,77143,30728,92324,393278,0,384149,0,2559,1,671,0
379,4,9,6514477,227813,112816,231086,90134,3,267173,0,3337,1,327,1
380,6,10,261620,92135,89507,232744,575248,1,216671,3,3331,1,677,0
381,3,7,2489175,117933,55333,231251,94956,3,317593,0,1817,3,897,2
382,0,1,4857456,574863,320201,23068,81955,3,302818,0,2088,1,499,1
383,6,14,546894,54009,40688,164285,375069,0,153578,3,4400,2,908,2
384,1,3,2470442,59022,80015,79894,471420,1,155897,3,3391,1,77,3
385,7,15,6349006,740379,185568,21296,376492,0,292482,0,2783,1,352,1
386,7,0,8504835,334790,254235,286157,60958,3,297769,0,3297,1,799,0
387,4,15,6953507,210941,114935,156871,579393,1,433129,0,1080,3,641,0
388,5,19,8368742,496002,468163,295073,514564,1,445124,0,1368,3,571,0
389,4,7,5213768,154031,85545,141734,140356,3,82052,2,2889,1,858,2
390,6,0,371715,91844,176326,251437,370989,0,26957,1,3247,1,90,3
391,6,6,509353,51187,548253,161360,211741,0,199090,3,891,0,932,2
392,2,19,70554,25415,10917,120662,276452,0,302424,0,4353,2,748,0
393,1,19,1643499,60523,68569,41263,446973,1,392421,0,2877,1,926,2
394,3,7,3756071,154525,35338,94437,77269,3,458746,0,4123,2,223,1
395,1,12,3651529,87441,94294,110716,416474,1,180594,3,3664,1,826,2
396,3,11,4692849,77735,93359,42993,111651,3,329606,0,1225,3,798,0
397,5,1,9435343,524127,116450,134508,563850,1,36498,2,3886,1,882,2
399,6,10,518335,74339,427513,97103,333719,0,179061,3,924,0,137,1
400,0,3,3330208,679473,196767,192175,292557,0,448422,0,2966,1,874,2
401,3,18,1921419,138183,88144,157878,253295,0,406038,0,1302,3,260,1
402,3,6,3036995,162817,47904,27175,493283,1,362892,0,3963,1,792,0
403,0,5,5786724,680617,351762,259013,283067,0,235825,3,3820,1,746,0
405,1,3,2862776,54260,80221,216041,426917,1,459815,0,2182,1,930,2
406,8,15,2735909,187403,29633,78199,413225,1,164563,3,1948,3,88,3
407,4,12,7301805,223513,128432,246530,209597,0,137989,3,2384,1,343,1
408,6,15,437998,57819,290621,212537,186215,3,224141,3,780,0,509,0
409,5,4,11758948,864831,143947,170096,90347,3,406793,0,2211,1,747,0
410,8,3,2787366,56133,34074,156766,233347,0,448836,0,3625,1,744,0
411,1,4,1904052,67258,55597,180123,496046,1,176913,3,4982,2,936,2
412,8,14,3016743,126174,100268,151221,239669,0,132602,3,2674,1,483,1
414,5,2,7774886,948796,366916,50459,527986,1,293145,0,2633,1,642,0
415,8,3,3054491,55956,85886,79510,301018,0,327495,0,3835,1,919,2
416,4,6,4613638,230959,119386,283350,150942,3,33460,2,984,0,665,0
417,6,9,851539,72099,321482,244673,407461,1,58289,2,2360,1,457,1
419,2,10,93593,18430,5010,42083,89671,3,360278,0,1405,3,554,0
420,8,1,3217914,79940,68745,299061,590775,1,90487,2,3830,1,785,0
421,5,13,5780109,119415,521785,216249,148162,3,349108,0,2446,1,266,1
422,4,9,5502581,149251,87073,30485,537316,1,128913,3,3986,1,203,1
423,3,4,1753737,170068,35407,258407,431785,1,100578,3,4181,2,859,2
424,0,7,3672786,561030,282634,211308,390681,0,216303,3,2486,1,462,1
425,4,1,6681776,102966,105408,60592,211369,0,301983,0,1023,3,393,1
426,3,2,3996419,163386,44721,89538,532809,1,56849,2,1625,3,863,2
427,3,7,3579305,107662,47435,89853,594552,1,212804,3,4313,2,845,2
428,4,0,5876468,240697,79111,83697,232038,0,77329,2,1066,3,691,0
429,3,16,4339832,159319,75585,178823,63579,3,491032,0,3080,1,357,1
430,3,10,3992956,95842,95585,115650,326359,0,411704,0,2577,1,997,2
431,4,19,7074505,153737,90942,279482,403993,1,136865,3,2285,1,300,1
432,2,8,34427,21692,7285,227372,478050,1,321752,0,2671,1,462,1
433,0,9,5834155,628759,167314,113784,432561,1,355629,0,3093,1,211,1
434,6,3,889965,69566,42560,158397,587475,1,363187,0,1296,3,887,2
435,0,2,5874724,531483,354356,240117,144650,3,329766,0,711,0,50,3
436,7,19,7455540,209747,581550,209728,300296,0,490155,0,853,0,737,0
437,8,9,2555765,158393,143191,244819,568487,1,326066,0,2964,1,645,0
438,3,17,2217309,111100,74028,289695,225456,0,268557,0,1133,3,63,3
439,1,5,2777453,64380,57461,180623,220791,0,250466,0,1279,3,951,2
440,2,8,63711,27911,5094,85912,145625,3,369796,0,4718,2,988,2
441,0,14,4338893,665704,359412,119040,513077,1,75763,2,1420,3,368,1
442,1,19,2137607,89718,31620,22895,317690,0,229986,3,4523,2,963,2
443,0,5,4549371,689895,103765,283513,556621,1,335739,0,1359,3,738,0
444,3,1,4361724,129450,28779,184437,283557,0,446136,0,3621,1,423,1
445,7,14,8836100,412453,538351,210299,199939,3,497027,0,569,0,965,2
446,6,13,250753,72006,366796,273636,342174,0,89226,2,2416,1,114,1
447,7,4,8746697,226561,451974,266176,491055,1,479910,0,3129,1,80,3
448,7,16,5016520,434024,441121,124453,191282,3,20390,1,4837,2,182,1
449,0,17,4724948,561005,226279,127775,596761,1,64072,2,4371,2,220,1
450,4,15,6116618,118849,118950,213033,469722,1,203833,3,968,0,167,1
451,3,0,4159876,124894,99939,64492,433471,1,165986,3,2961,1,683,0
452,8,5,2567570,98091,77486,185330,236165,0,240566,3,822,0,749,0
453,5,8,6147158,380188,72348,56677,475152,1,486094,0,2027,1,756,0
454,8,8,1684484,115633,123304,298555,216521,0,484807,0,1861,3,888,2
455,2,4,62225,29647,11414,85471,128181,3,424177,0,3181,1,673,0
456,6,19,827993,87303,121693,58181,76835,3,111493,3,2877,1,835,2
457,0,10,3137758,559197,114290,269594,591879,1,383396,0,3590,1,821,2
458,4,17,7488881,194907,140387,218273,302199,0,236691,3,1279,3,767,0
459,6,12,637625,57498,38219,163578,367968,0,246943,3,2517,1,114,1
460,0,14,4083566,663842,101478,264947,244260,0,205057,3,1073,3,881,2
461,6,4,416270,70345,68570,139113,185799,3,348186,0,1915,3,346,1
462,5,0,11154712,146322,134006,258523,252415,0,370271,0,1897,3,786,0
463,6,1,572765,63316,203268,64249,357402,0,165072,3,4723,2,958,2
464,1,17,2812156,63336,77931,209099,101143,3,356463,0,2759,1,717,0
465,8,7,3054630,193271,95809,168862,396098,0,102401,3,3243,1,689,0
466,3,1,4959472,191987,55544,246236,236936,0,363160,0,4542,2,97,3
467,0,18,3887823,634417,215574,63920,152229,3,28181,1,775,0,245,1
468,6,6,543788,95751,67405,210636,149389,3,308270,0,4897,2,709,0
469,6,4,607504,89135,516120,64836,185901,3,212074,3,2558,1,722,0
470,6,17,932768,70541,53659,232772,545969,1,150124,3,1733,3,771,0
471,1,18,1844033,80967,64172,279713,121848,3,390097,0,2866,1,333,1
472,3,16,3850104,115515,36493,193956,284927,0,261696,0,3958,1,562,0
473,6,1,564500,94736,289705,84483,284671,0,171846,3,683,0,233,1
474,0,3,5989321,575237,368696,173392,289669,0,449996,0,2028,1,857,2
475,7,9,5827988,220203,119319,193527,190133,3,455595,0,3340,1,503,0
476,3,6,4327841,177565,40916,278357,415902,1,195651,3,2100,1,243,1
477,8,18,3232565,106091,103611,76241,545845,1,478053,0,3461,1,644,0
478,8,8,1516280,139609,140307,241892,276148,0,79962,2,569,0,923,2
479,5,15,7976194,355900,345593,52720,592043,1,369620,0,1173,3,605,0
480,0,8,3140133,665828,339160,257629,437612,1,304881,0,4957,2,743,0
481,1,0,3041934,82554,31209,127580,471723,1,391826,0,2000,1,313,1
482,4,2,6061160,180164,135107,295782,595911,1,178892,3,849,0,513,0
483,6,0,456655,51293,237774,74671,591356,1,499255,0,2945,1,133,1
484,1,8,3321374,93246,84703,163764,177024,3,96138,2,1793,3,650,0
485,7,6,8359242,652341,160188,245789,506330,1,331064,0,1356,3,137,1
486,2,2,58189,25627,6195,128131,438654,1,100563,3,4159,2,190,1
487,5,17,7606476,247567,90393,52783,227867,0,294356,0,1931,3,171,1
488,1,5,3508142,54860,45523,220022,324872,0,152057,3,4219,2,799,0
489,5,17,11177286,707606,179862,116030,558799,1,46406,2,3136,1,514,0
490,4,18,6587132,172003,114096,197894,329041,0,170266,3,1237,3,171,1
491,4,9,5031262,102152,118212,166272,191662,3,408827,0,3764,1,640,0
492,1,16,3460390,76559,64089,89382,521421,1,444558,0,3300,1,406,1
493,2,2,72976,15501,7445,267380,540503,1,364752,0,2187,1,667,0
494,3,14,3042823,84244,37561,185634,573978,1,228665,3,3548,1,966,2
495,2,14,35787,17048,10906,34374,146275,3,78629,2,1432,3,526,0
497,1,13,3630118,89572,62365,242461,441082,1,57100,2,1253,3,126,1
498,3,7,4718405,184923,66712,72036,60964,3,492121,0,3178,1,901,2
499,4,19,4186408,110886,87541,196530,421067,1,108179,3,2752,1,397,1
500,6,12,617384,93801,52065,109355,485449,1,388000,0,4323,2,433,1
501,7,11,8395626,866798,283647,274876,116061,3,218314,3,1144,3,847,2
502,4,19,6549616,188304,140293,26459,346358,0,397307,0,4780,2,821,2
503,0,4,3558826,640466,350239,281839,230668,0,171118,3,549,0,264,1
504,2,12,91660,28550,7427,223611,464353,1,219423,3,2416,1,837,2
505,3,11,1992426,105168,32576,212202,227516,0,361011,0,2634,1,507,0
506,0,1,3471738,533352,334474,152078,566564,1,304095,0,1297,3,752,0
507,4,16,4265706,140532,148761,135143,132167,3,422109,0,2732,1,622,0
508,8,19,2810177,159266,88756,89443,378372,0,388252,0,842,0,248,1
509,2,3,58046,28935,6965,232773,340074,0,169203,3,1790,3,944,2
510,1,17,2524714,83616,91904,139668,207138,0,434223,0,1881,3,238,1
511,5,17,6417057,141245,144780,256547,142386,3,430588,0,2269,1,747,0
512,6,3,519879,69898,62976,276036,577649,1,449498,0,2108,1,50,3
513,2,7,33618,29466,7864,175569,431370,1,148821,3,2723,1,331,1
514,8,8,1996771,170536,28214,237564,441051,1,179614,3,4426,2,363,1
515,7,10,7663206,216436,335552,264173,400652,1,358377,0,3472,1,790,0
516,8,3,3468924,170223,105388,276060,337588,0,183446,3,1455,3,989,2
517,5,3,11722210,830365,340093,277157,375086,0,20180,1,3025,1,664,0
518,0,14,3411317,686817,253128,257639,158749,3,398926,0,2549,1,503,0
519,8,1,1568324,190841,104873,215276,532201,1,211480,3,1119,3,596,0
520,6,10,989020,68819,73408,292657,330492,0,341167,0,532,0,387,1
522,7,2,8990364,215476,406188,190348,158844,3,242658,3,503,0,81,3
523,4,0,4850617,155375,132682,33390,357426,0,495252,0,1060,3,999,2
524,4,15,7690930,108605,114567,204679,129876,3,337554,0,1572,3,354,1
525,7,0,8911745,311682,358377,123212,324061,0,251559,0,755,0,539,0
526,8,11,1866876,57906,64512,79957,248978,0,38690,2,1098,3,402,1
527,7,1,6804028,200866,352985,211772,316013,0,363758,0,3325,1,220,1
528,4,14,4805245,125833,112740,264770,411420,1,399457,0,2071,1,812,2
529,2,9,85784,29363,9561,26967,305628,0,273426,0,2675,1,943,2
530,8,15,1759062,51858,91589,64230,512928,1,483789,0,3220,1,324,1
531,8,9,1962456,154622,96920,82599,488803,1,182451,3,2279,1,270,1
532,8,14,1687747,115304,139011,180990,106693,3,169139,3,4939,2,240,1
533,8,9,1963341,69824,146810,204719,157465,3,244647,3,3746,1,778,0
534,6,10,415204,83263,86011,299670,163973,3,227798,3,2350,1,990,2
535,3,9,2507116,147628,62942,264553,230302,0,307217,0,1255,3,696,0
536,2,0,15983,19475,8461,206067,429449,1,222505,3,2345,1,59,3
537,1,17,3204916,50159,37998,120176,63264,3,430828,0,3225,1,293,1
538,7,16,7205757,396784,127849,211298,173001,3,173539,3,2782,1,185,1
539,1,12,2421092,55024,82640,176389,455623,1,481831,0,1801,3,70,3
540,7,15,6255611,321566,468360,119661,457021,1,82687,2,1439,3,102,1
541,0,17,5188368,556874,245350,36841,137479,3,147467,3,1115,3,489,1
542,6,14,849050,99167,72858,42314,526492,1,131664,3,4830,2,172,1
543,2,1,80392,16635,10584,76407,363149,0,96553,2,4040,2,173,1
544,5,10,7470102,271535,244950,84413,190085,3,274036,0,3788,1,499,1
545,1,18,1774407,71467,64759,21271,432686,1,196006,3,1052,3,173,1
546,6,11,312241,63685,388750,30072,587988,1,333740,0,524,0,196,1
547,8,9,3447736,91977,105964,148962,490801,1,91753,2,1054,3,544,0
549,7,5,7673029,402884,411174,43287,267077,0,147007,3,2071,1,462,1
550,3,9,3122725,117860,83291,152221,62084,3,170409,3,2152,1,107,1
551,6,12,761418,96197,83567,268953,339800,0,387010,0,3780,1,430,1
552,1,12,1777848,76592,74248,227533,481797,1,85392,2,4551,2,802,2
553,2,1,72335,19732,6250,86040,127850,3,426419,0,1593,3,191,1
555,4,16,5785670,132561,113158,175212,472024,1,20108,1,4855,2,886,2
556,2,11,91804,23739,10554,134544,223353,0,48053,2,2994,1,597,0
557,6,17,669699,93512,405825,136069,203920,0,381542,0,1355,3,799,0
558,0,2,5979478,594616,347124,240472,195270,3,318856,0,2196,1,296,1
559,2,5,23636,30068,12173,261514,542139,1,423014,0,2720,1,96,3
560,5,15,6383366,379139,301631,103424,237209,0,105984,3,3016,1,400,1
561,6,9,911143,60276,444895,266255,74603,3,468376,0,1119,3,967,2
562,4,18,7472285,248066,126506,292684,339299,0,135758,3,2634,1,621,0
563,4,13,7652613,249470,70164,125465,502239,1,38471,2,2124,1,893,2
564,0,6,5059452,511926,203459,218639,411119,1,152882,3,848,0,586,0
565,5,6,8425765,944858,143723,195621,446183,1,400433,0,3763,1,919,2
566,7,15,6965628,683145,181619,166604,257682,0,412190,0,4499,2,92,3
567,4,15,4678019,192354,87316,62068,488731,1,454477,0,3134,1,973,2
568,0,6,5205483,553997,312716,233151,457897,1,469594,0,4998,2,488,1
569,2,2,30000,21277,10805,264463,218626,0,353409,0,1644,3,962,2
570,4,17,6157314,246866,102706,155517,499945,1,331960,0,1634,3,960,2
571,5,1,6187321,778478,254089,227039,130595,3,250865,0,4727,2,234,1
572,7,8,8182188,592805,603725,23709,267371,0,384310,0,4841,2,92,3
573,5,13,8337679,265204,319094,43394,153510,3,305359,0,1498,3,765,0
574,1,0,2040499,64151,58898,183613,436215,1,489210,0,1262,3,984,2
575,2,19,95387,17075,6588,173138,68426,3,480040,0,3562,1,75,3
576,2,14,69306,23734,9053,272782,212439,0,252028,0,2137,1,92,3
577,0,0,3484868,521050,228659,31313,139069,3,338929,0,3410,1,818,2
578,0,4,3262341,631882,164151,20527,372869,0,400658,0,4019,2,411,1
579,0,9,5735277,614997,214902,116845,423923,1,42088,2,856,0,490,1
580,3,0,3453134,191903,39057,93175,301035,0,71228,2,2247,1,388,1
581,6,8,863656,90514,426114,20804,74745,3,291191,0,1943,3,803,2
582,3,15,1694055,184795,33619,295397,229238,0,168929,3,2961,1,288,1
583,1,17,2452729,62530,50988,89353,116609,3,200550,3,1168,3,105,1
585,5,0,6741332,888671,490315,160606,67959,3,103118,3,876,0,834,2
586,2,3,91774,17978,11365,47633,157223,3,421850,0,4864,2,919,2
587,6,13,548529,85916,228919,63751,269912,0,494746,0,3564,1,88,3
588,1,8,2895480,68110,72807,210452,419598,1,395755,0,2037,1,948,2
589,8,10,2358214,60000,123198,197746,506660,1,274404,0,3364,1,909,2
590,5,7,8588276,788530,482309,226088,207070,0,421830,0,1330,3,113,1
591,8,8,2693672,111638,72607,187908,338778,0,257510,0,796,0,89,3
592,5,6,8360241,667731,117845,136422,300580,0,96272,2,2118,1,778,0
593,6,17,266582,92709,573853,42453,211402,0,116382,3,4330,2,931,2
594,1,12,2409471,83125,63775,152164,476649,1,393332,0,3646,1,723,0
595,7,6,5900703,310003,160620,106571,430309,1,240939,3,4335,2,621,0
596,4,17,4196534,116184,112647,236834,429790,1,496925,0,2082,1,245,1
597,5,12,10213225,439289,84922,70426,380623,0,210771,3,3204,1,285,1
598,0,16,3444521,682186,332103,294010,599052,1,460563,0,4284,2,234,1
599,4,7,5685739,215746,96850,162032,442415,1,439193,0,4400,2,259,1
600,3,16,2445318,153217,92681,180554,396749,0,473125,0,2482,1,516,0
601,0,3,5050663,643133,395988,132252,276603,0,499997,0,3335,1,375,1
602,8,18,2299574,121013,40183,295582,455589,1,50886,2,1972,3,50,3
603,5,14,10284790,214995,644490,123695,445762,1,261336,0,2694,1,358,1
604,4,14,7069643,131386,97309,233843,188665,3,234590,3,4885,2,975,2
605,4,16,7441712,211756,75941,178406,199547,3,49484,2,1152,3,633,0
606,0,11,3682916,671982,174615,59349,273697,0,437177,0,3830,1,888,2
607,2,1,73210,20993,5889,203606,443448,1,124994,3,4044,2,957,2
608,3,0,4564720,94853,90137,248784,535498,1,396232,0,4047,2,249,1
609,2,4,40607,29615,11216,197914,54233,2,256034,0,3372,1,343,1
610,2,19,91884,26874,7894,277867,64716,3,478658,0,2178,1,979,2
611,6,15,880036,58393,376292,255906,513835,1,414980,0,3526,1,475,1
612,4,2,5886155,138170,146093,32840,252513,0,178795,3,2079,1,461,1
613,0,1,5182991,668419,263763,265663,412776,1,48713,2,4167,2,925,2
614,0,17,5401982,562907,151596,266469,572940,1,336130,0,3361,1,616,0
615,6,8,962281,91324,61746,246182,472114,1,274004,0,2342,1,313,1
616,4,17,4206921,215005,101779,241970,198095,3,413807,0,4462,2,605,0
617,8,2,2499729,92504,118966,94517,372671,0,300275,0,1015,3,952,2
618,8,1,1991152,195716,136335,243406,331987,0,75009,2,1613,3,242,1
619,6,9,683225,88726,400042,99988,446410,1,207671,3,4868,2,111,1
620,6,3,859119,93253,505500,38788,586532,1,258988,0,4167,2,790,0
621,4,19,5216841,121678,73638,268990,83867,3,352333,0,4092,2,448,1
622,1,3,3985688,72923,85200,214647,469223,1,416765,0,4393,2,427,1
623,1,16,3930608,79154,67361,22220,272016,0,36903,2,3581,1,257,1
624,4,8,7223411,147414,117314,171590,79824,3,438011,0,2086,1,799,0
625,5,7,9753155,286953,499299,78290,303234,0,364934,0,2379,1,55,3
626,7,16,6448091,696987,568547,267992,522690,1,367618,0,3377,1,553,0
627,8,2,1713513,141207,113837,252735,530926,1,179010,3,2230,1,298,1
628,4,2,3968698,247836,145719,71389,475816,1,33567,2,3464,1,144,1
629,2,10,75042,18769,10082,181454,398782,0,367428,0,4719,2,410,1
630,5,4,9893690,347845,533001,210099,63465,3,245568,3,2927,1,286,1
631,8,3,3343483,105515,84247,247686,148239,3,206137,3,3159,1,83,3
632,2,18,24408,28128,9896,157254,402157,1,388254,0,4621,2,538,0
633,1,7,3719930,66869,51593,95828,123979,3,390746,0,2295,1,534,0
634,1,17,1566252,72249,75206,30773,580527,1,188292,3,1252,3,243,1
635,1,18,3716964,73982,69199,298479,297761,0,470951,0,4584,2,857,2
636,0,6,3459442,573474,190392,130002,551811,1,373713,0,4344,2,475,1
637,4,19,3640145,106365,116473,253289,124046,3,243416,3,2804,1,792,0
638,1,8,2017008,87845,63673,108844,508570,1,181234,3,4767,2,793,0
639,0,17,3648274,595290,231692,43587,165860,3,334789,0,3359,1,91,3
640,3,10,4965767,84416,37036,59205,335678,0,79753,2,3228,1,602,0
641,1,11,2179080,76017,55355,297100,511749,1,406410,0,3328,1,80,3
642,4,1,6028441,237094,101301,260572,586960,1,386682,0,598,0,901,2
643,7,1,8847945,627657,145183,218806,195014,3,56614,2,2989,1,699,0
644,7,2,7721629,424138,249629,213569,75812,3,156478,3,1565,3,628,0
645,4,1,5301937,185809,97187,86989,459502,1,169226,3,2712,1,54,3
646,3,3,2180564,127630,25518,183517,563971,1,172456,3,4266,2,665,0
647,7,18,8672303,324767,153286,299301,507888,1,429555,0,4308,2,854,2
648,2,6,85241,17743,7279,113706,236807,0,319421,0,3361,1,694,0
649,0,1,4225035,660318,288451,199271,375574,0,102112,3,3669,1,401,1
650,0,14,5420087,649858,268314,108332,585890,1,161309,3,4084,2,165,1
651,1,18,2390612,51701,72163,256297,90233,3,75234,2,4027,2,614,0
652,0,12,4110363,555243,213381,269584,375093,0,115195,3,4867,2,255,1
653,6,5,547196,73137,186801,293028,77971,3,75585,2,2653,1,125,1
654,1,19,3700323,65256,60291,247004,452620,1,162209,3,2782,1,551,0
655,6,1,504419,66107,264860,133893,417187,1,406655,0,3912,1,475,1
656,6,13,790150,55812,321674,226588,301074,0,106863,3,3661,1,587,0
657,4,11,6893290,136611,84245,46668,117740,3,91172,2,3812,1,79,3
658,5,8,7044797,525944,532005,71914,292033,0,394702,0,1842,3,828,2
659,6,17,366505,99003,57758,299163,229611,0,390588,0,775,0,321,1
660,3,19,4892978,152760,66270,71681,345568,0,119235,3,1143,3,508,0
661,6,7,504650,89727,542187,125293,504247,1,194950,3,1942,3,989,2
662,8,8,2921807,139060,64026,110298,453057,1,392046,0,2462,1,329,1
663,0,19,4130249,683719,124105,47540,198611,3,37454,2,2144,1,391,1
664,3,1,4416037,99892,51021,290930,596568,1,90002,2,2843,1,734,0
665,3,8,2848203,99355,51932,140189,542840,1,156192,3,4288,2,301,1
666,6,15,328894,82256,147630,23923,297388,0,199059,3,2639,1,188,1
667,5,5,10158025,121198,355379,32860,230063,0,394240,0,703,0,397,1
668,5,3,6709975,404224,281583,145880,127717,3,369043,0,4693,2,219,1
669,7,16,8879193,382129,459052,299078,260849,0,274037,0,2780,1,493,1
670,3,17,2445482,192327,67612,76589,170558,3,72019,2,886,0,58,3
671,7,1,5322568,880072,261994,70112,175745,3,368514,0,1137,3,602,0
672,1,11,3797752,66820,94884,273671,296116,0,263978,0,1877,3,201,1
673,3,5,2980970,81642,41916,269626,585058,1,317646,0,1175,3,804,2
674,8,1,2769970,153025,136491,174684,565468,1,374465,0,4055,2,138,1
675,2,13,72652,25859,9180,288007,294692,0,359320,0,862,0,308,1
676,6,18,820310,61957,596922,227588,83093,3,306461,0,3249,1,616,0
677,5,13,5964421,317483,105136,76957,277269,0,142349,3,4705,2,196,1
678,6,5,905011,97411,572532,72158,447076,1,430106,0,1245,3,645,0
679,1,3,2294820,67443,73053,135628,241792,0,488830,0,578,0,952,2
680,6,1,858733,62130,288844,244368,142531,3,469668,0,2465,1,711,0
